city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,year,month_num,month,year_month,capacity_utilization_pct,aqi_category
Delhi,2060-03-24,50,37.6,48.2,27.7,46.4,12.9,40,13,Urban,704,2060,3,Mar,2060-03,1.85,Good
Los Angeles,2060-03-25,294,52.8,63.6,23.3,35.6,14.0,53,16,Suburban,1052,2060,3,Mar,2060-03,1.52,Very Unhealthy
Los Angeles,2060-03-26,84,20.8,79.5,37.5,60.2,30.9,54,9,Suburban,1320,2060,3,Mar,2060-03,0.68,Moderate
Delhi,2060-03-27,71,65.7,52.9,31.6,16.9,23.9,90,14,Urban,1313,2060,3,Mar,2060-03,1.07,Moderate
London,2060-03-28,343,47.1,58.6,22.3,32.6,17.0,28,17,Rural,1121,2060,3,Mar,2060-03,1.52,Hazardous
Beijing,2060-03-29,332,31.8,41.1,18.7,26.8,3.3,68,6,Urban,624,2060,3,Mar,2060-03,0.96,Hazardous
Beijing,2060-03-30,473,35.0,61.0,45.2,11.9,25.0,58,12,Rural,304,2060,3,Mar,2060-03,3.95,Hazardous
Cairo,2060-03-31,485,30.3,63.8,17.7,30.4,-4.9,25,12,Urban,151,2060,3,Mar,2060-03,7.95,Hazardous
Mexico City,2060-04-01,225,22.7,54.5,20.7,32.7,14.8,66,7,Urban,332,2060,4,Apr,2060-04,2.11,Very Unhealthy
Mexico City,2060-04-02,346,30.7,79.6,28.5,49.2,9.2,50,11,Urban,1427,2060,4,Apr,2060-04,0.77,Hazardous
Delhi,2060-04-03,154,38.2,42.3,33.3,61.5,23.9,22,5,Urban,1266,2060,4,Apr,2060-04,0.39,Unhealthy
Delhi,2060-04-04,255,32.6,58.8,26.4,25.1,16.0,39,12,Urban,1594,2060,4,Apr,2060-04,0.75,Very Unhealthy
Delhi,2060-04-05,440,10.2,50.8,34.3,35.2,2.2,30,0,Urban,1748,2060,4,Apr,2060-04,0.0,Hazardous
Beijing,2060-04-06,149,48.7,58.3,43.4,17.4,30.9,28,10,Urban,324,2060,4,Apr,2060-04,3.09,Unhealthy for Sensitive Groups
Beijing,2060-04-07,198,3.4,71.7,29.5,46.6,27.5,91,2,Suburban,1067,2060,4,Apr,2060-04,0.19,Unhealthy
Beijing,2060-04-08,68,7.0,39.1,24.4,25.1,9.4,39,12,Suburban,888,2060,4,Apr,2060-04,1.35,Moderate
Mexico City,2060-04-09,64,42.5,31.4,23.1,46.4,37.3,72,5,Urban,639,2060,4,Apr,2060-04,0.78,Moderate
Delhi,2060-04-10,394,30.8,131.5,27.9,42.5,12.1,51,6,Rural,932,2060,4,Apr,2060-04,0.64,Hazardous
Mexico City,2060-04-11,129,46.2,46.8,48.7,39.9,2.7,25,8,Urban,1902,2060,4,Apr,2060-04,0.42,Unhealthy for Sensitive Groups
Tokyo,2060-04-12,295,31.8,23.0,19.4,44.8,19.2,83,4,Urban,1450,2060,4,Apr,2060-04,0.28,Very Unhealthy
Delhi,2060-04-13,390,57.0,18.9,32.4,26.2,33.6,35,11,Urban,1713,2060,4,Apr,2060-04,0.64,Hazardous
Mexico City,2060-04-14,183,20.8,48.7,31.6,20.5,32.9,53,7,Urban,1116,2060,4,Apr,2060-04,0.63,Unhealthy
Delhi,2060-04-15,431,42.1,54.0,23.8,23.7,26.0,31,5,Urban,1901,2060,4,Apr,2060-04,0.26,Hazardous
Beijing,2060-04-16,445,56.1,38.0,40.2,66.1,-0.3,67,12,Urban,1818,2060,4,Apr,2060-04,0.66,Hazardous
Los Angeles,2060-04-17,395,41.3,73.8,46.8,36.7,39.9,93,9,Urban,245,2060,4,Apr,2060-04,3.67,Hazardous
Delhi,2060-04-18,285,48.7,27.1,43.2,35.5,28.2,75,15,Suburban,178,2060,4,Apr,2060-04,8.43,Very Unhealthy
Beijing,2060-04-19,492,40.3,73.1,22.2,35.6,0.9,42,17,Suburban,1035,2060,4,Apr,2060-04,1.64,Hazardous
London,2060-04-20,368,47.4,69.6,31.2,34.3,10.0,21,13,Urban,1385,2060,4,Apr,2060-04,0.94,Hazardous
Delhi,2060-04-21,66,17.9,87.9,28.7,27.1,14.6,74,6,Urban,385,2060,4,Apr,2060-04,1.56,Moderate
Los Angeles,2060-04-22,330,39.3,56.2,24.1,55.0,33.8,85,3,Suburban,652,2060,4,Apr,2060-04,0.46,Hazardous
Mexico City,2060-04-23,245,31.6,20.8,35.8,42.8,23.7,33,6,Urban,460,2060,4,Apr,2060-04,1.3,Very Unhealthy
Delhi,2060-04-24,97,30.2,50.5,35.4,12.6,15.8,88,9,Suburban,1805,2060,4,Apr,2060-04,0.5,Moderate
Los Angeles,2060-04-25,330,5.8,45.2,33.2,52.5,18.2,66,0,Rural,177,2060,4,Apr,2060-04,0.0,Hazardous
Beijing,2060-04-26,498,46.9,47.7,29.2,30.5,8.9,69,12,Rural,1087,2060,4,Apr,2060-04,1.1,Hazardous
Delhi,2060-04-27,488,46.6,63.7,32.1,57.7,20.7,42,8,Urban,202,2060,4,Apr,2060-04,3.96,Hazardous
Tokyo,2060-04-28,336,51.6,56.9,29.6,20.5,28.7,86,12,Suburban,216,2060,4,Apr,2060-04,5.56,Hazardous
Beijing,2060-04-29,474,28.3,44.6,19.5,29.9,18.8,66,0,Urban,270,2060,4,Apr,2060-04,0.0,Hazardous
Los Angeles,2060-04-30,201,19.9,55.3,48.4,25.1,4.4,57,4,Suburban,573,2060,4,Apr,2060-04,0.7,Very Unhealthy
Delhi,2060-05-01,178,49.2,46.9,38.1,52.7,21.3,82,8,Urban,1148,2060,5,May,2060-05,0.7,Unhealthy
Delhi,2060-05-02,315,25.9,18.0,25.4,70.8,36.6,40,12,Urban,138,2060,5,May,2060-05,8.7,Hazardous
Los Angeles,2060-05-03,444,27.4,36.1,35.8,55.3,-3.7,58,8,Urban,1043,2060,5,May,2060-05,0.77,Hazardous
Mexico City,2060-05-04,84,39.4,60.8,24.0,22.2,16.4,49,4,Suburban,1412,2060,5,May,2060-05,0.28,Moderate
Delhi,2060-05-05,257,20.3,18.2,29.2,45.8,22.4,61,6,Urban,1558,2060,5,May,2060-05,0.39,Very Unhealthy
Los Angeles,2060-05-06,436,24.7,50.8,30.2,36.0,5.9,30,5,Urban,1076,2060,5,May,2060-05,0.46,Hazardous
Beijing,2060-05-07,48,33.6,41.5,17.8,29.2,23.2,53,7,Urban,910,2060,5,May,2060-05,0.77,Good
Beijing,2060-05-08,70,53.8,50.5,35.8,50.7,25.8,25,7,Urban,1208,2060,5,May,2060-05,0.58,Moderate
Los Angeles,2060-05-09,29,24.3,59.5,35.7,45.2,-2.4,80,3,Urban,1133,2060,5,May,2060-05,0.26,Good
Mexico City,2060-05-10,381,30.1,76.8,35.0,53.1,8.3,36,11,Urban,841,2060,5,May,2060-05,1.31,Hazardous
Beijing,2060-05-11,499,57.5,41.0,30.8,43.8,0.4,75,16,Rural,1419,2060,5,May,2060-05,1.13,Hazardous
Los Angeles,2060-05-12,256,36.4,51.8,46.0,38.6,30.9,49,14,Urban,1464,2060,5,May,2060-05,0.96,Very Unhealthy
Beijing,2060-05-13,470,39.8,40.2,38.2,37.2,20.5,26,11,Suburban,1311,2060,5,May,2060-05,0.84,Hazardous
Tokyo,2060-05-14,477,44.5,60.5,46.7,33.1,-5.0,59,10,Urban,1573,2060,5,May,2060-05,0.64,Hazardous
London,2060-05-15,316,26.3,78.3,23.5,37.0,-2.9,36,3,Urban,977,2060,5,May,2060-05,0.31,Hazardous
Beijing,2060-05-16,408,55.7,55.2,30.5,27.7,17.1,44,8,Suburban,481,2060,5,May,2060-05,1.66,Hazardous
Beijing,2060-05-17,349,43.0,53.5,28.2,50.3,-3.3,63,11,Urban,1013,2060,5,May,2060-05,1.09,Hazardous
Cairo,2060-05-18,150,35.1,32.8,30.3,34.8,18.2,35,12,Suburban,726,2060,5,May,2060-05,1.65,Unhealthy for Sensitive Groups
Tokyo,2060-05-19,292,30.5,49.7,35.6,37.6,7.1,33,4,Urban,1421,2060,5,May,2060-05,0.28,Very Unhealthy
Delhi,2060-05-20,16,20.9,36.8,31.8,24.3,14.4,80,12,Urban,1252,2060,5,May,2060-05,0.96,Good
Delhi,2060-05-21,397,35.2,14.4,38.4,36.7,7.2,85,7,Suburban,1648,2060,5,May,2060-05,0.42,Hazardous
Beijing,2060-05-22,2,36.2,58.5,35.5,23.2,26.8,41,7,Suburban,401,2060,5,May,2060-05,1.75,Good
London,2060-05-23,141,29.3,49.8,49.8,48.1,7.4,74,5,Urban,313,2060,5,May,2060-05,1.6,Unhealthy for Sensitive Groups
Tokyo,2060-05-24,76,50.1,49.7,21.3,58.3,19.5,53,13,Urban,1552,2060,5,May,2060-05,0.84,Moderate
London,2060-05-25,124,36.0,55.5,31.7,61.8,27.2,54,3,Suburban,913,2060,5,May,2060-05,0.33,Unhealthy for Sensitive Groups
Delhi,2060-05-26,49,44.2,7.6,20.3,63.1,20.4,28,6,Suburban,1343,2060,5,May,2060-05,0.45,Good
Tokyo,2060-05-27,250,33.5,39.0,34.2,41.7,0.6,40,11,Urban,1694,2060,5,May,2060-05,0.65,Very Unhealthy
Delhi,2060-05-28,51,47.0,56.6,39.8,26.8,26.5,41,11,Urban,783,2060,5,May,2060-05,1.4,Moderate
Beijing,2060-05-29,101,33.8,45.0,33.1,48.4,31.0,22,10,Urban,831,2060,5,May,2060-05,1.2,Unhealthy for Sensitive Groups
Beijing,2060-05-30,202,43.0,58.1,40.2,44.7,21.5,70,6,Urban,184,2060,5,May,2060-05,3.26,Very Unhealthy
Beijing,2060-05-31,258,10.1,33.5,39.5,48.9,35.0,53,11,Urban,329,2060,5,May,2060-05,3.34,Very Unhealthy
Mexico City,2060-06-01,433,29.0,53.6,26.6,27.4,-4.1,29,9,Urban,382,2060,6,Jun,2060-06,2.36,Hazardous
Delhi,2060-06-02,477,33.4,91.4,18.1,46.2,39.6,63,6,Urban,1644,2060,6,Jun,2060-06,0.36,Hazardous
Delhi,2060-06-03,308,45.8,25.2,31.3,48.1,3.7,67,11,Urban,1331,2060,6,Jun,2060-06,0.83,Hazardous
London,2060-06-04,153,32.6,69.2,30.7,44.6,9.4,54,4,Suburban,1583,2060,6,Jun,2060-06,0.25,Unhealthy
Delhi,2060-06-05,35,27.9,58.1,30.2,33.7,24.8,48,4,Urban,87,2060,6,Jun,2060-06,4.6,Good
Beijing,2060-06-06,301,41.5,36.5,13.0,32.4,22.7,28,9,Urban,1460,2060,6,Jun,2060-06,0.62,Hazardous
Delhi,2060-06-07,392,30.7,80.4,30.9,33.1,22.1,88,9,Rural,898,2060,6,Jun,2060-06,1.0,Hazardous
Beijing,2060-06-08,448,54.0,26.1,9.9,40.1,20.9,35,7,Urban,954,2060,6,Jun,2060-06,0.73,Hazardous
Delhi,2060-06-09,239,41.4,51.4,34.7,46.6,-1.7,55,7,Urban,1822,2060,6,Jun,2060-06,0.38,Very Unhealthy
Los Angeles,2060-06-10,285,35.6,36.4,26.5,50.3,18.1,87,1,Suburban,166,2060,6,Jun,2060-06,0.6,Very Unhealthy
Beijing,2060-06-11,358,23.6,2.1,30.1,32.9,26.5,40,7,Suburban,955,2060,6,Jun,2060-06,0.73,Hazardous
Delhi,2060-06-12,52,16.6,30.8,35.6,54.7,31.3,48,7,Suburban,502,2060,6,Jun,2060-06,1.39,Moderate
London,2060-06-13,233,28.9,55.7,49.9,29.4,4.1,37,11,Suburban,1928,2060,6,Jun,2060-06,0.57,Very Unhealthy
Delhi,2060-06-14,310,43.4,56.0,26.7,43.4,35.5,74,8,Urban,419,2060,6,Jun,2060-06,1.91,Hazardous
Los Angeles,2060-06-15,316,43.1,64.0,45.1,43.0,9.8,50,8,Urban,1127,2060,6,Jun,2060-06,0.71,Hazardous
Delhi,2060-06-16,300,41.9,20.1,33.3,22.7,17.8,35,2,Suburban,1732,2060,6,Jun,2060-06,0.12,Very Unhealthy
Tokyo,2060-06-17,158,31.9,86.2,41.7,54.0,4.4,65,7,Urban,1148,2060,6,Jun,2060-06,0.61,Unhealthy
Delhi,2060-06-18,158,48.9,38.2,26.5,38.9,25.1,55,5,Urban,472,2060,6,Jun,2060-06,1.06,Unhealthy
Mexico City,2060-06-19,473,28.7,63.7,19.2,49.6,18.3,65,8,Urban,1207,2060,6,Jun,2060-06,0.66,Hazardous
Mexico City,2060-06-20,307,19.1,87.6,25.7,40.7,24.8,56,7,Urban,1135,2060,6,Jun,2060-06,0.62,Hazardous
Mexico City,2060-06-21,4,24.2,30.5,35.7,57.2,18.9,78,1,Urban,900,2060,6,Jun,2060-06,0.11,Good
London,2060-06-22,383,37.7,54.1,23.2,46.0,34.7,74,9,Suburban,703,2060,6,Jun,2060-06,1.28,Hazardous
Delhi,2060-06-23,282,35.7,55.3,32.0,52.3,29.0,87,9,Urban,264,2060,6,Jun,2060-06,3.41,Very Unhealthy
Beijing,2060-06-24,405,55.9,38.2,24.4,47.4,36.4,22,10,Suburban,270,2060,6,Jun,2060-06,3.7,Hazardous
London,2060-06-25,140,50.3,46.0,33.4,40.8,36.6,40,8,Urban,681,2060,6,Jun,2060-06,1.17,Unhealthy for Sensitive Groups
Tokyo,2060-06-26,391,18.6,51.8,43.0,31.0,35.1,32,11,Suburban,966,2060,6,Jun,2060-06,1.14,Hazardous
Beijing,2060-06-27,114,26.3,37.4,20.1,26.7,39.6,84,6,Urban,1604,2060,6,Jun,2060-06,0.37,Unhealthy for Sensitive Groups
Mexico City,2060-06-28,252,34.8,54.8,44.4,28.6,34.3,90,9,Urban,1882,2060,6,Jun,2060-06,0.48,Very Unhealthy
Los Angeles,2060-06-29,438,16.1,22.9,40.5,43.4,5.6,78,5,Rural,1986,2060,6,Jun,2060-06,0.25,Hazardous
Los Angeles,2060-06-30,380,27.8,62.5,44.8,67.8,4.8,23,13,Urban,1394,2060,6,Jun,2060-06,0.93,Hazardous
Tokyo,2060-07-01,362,42.2,45.5,19.4,44.4,34.0,71,5,Urban,1111,2060,7,Jul,2060-07,0.45,Hazardous
London,2060-07-02,27,41.6,75.8,26.2,45.5,30.5,64,6,Urban,968,2060,7,Jul,2060-07,0.62,Good
Beijing,2060-07-03,179,41.4,40.2,30.8,32.4,20.1,41,5,Urban,150,2060,7,Jul,2060-07,3.33,Unhealthy
Mexico City,2060-07-04,364,35.4,69.1,33.3,23.0,12.8,42,4,Urban,403,2060,7,Jul,2060-07,0.99,Hazardous
Beijing,2060-07-05,404,55.7,47.0,31.5,42.5,15.7,66,7,Urban,1340,2060,7,Jul,2060-07,0.52,Hazardous
Delhi,2060-07-06,126,15.0,49.3,37.4,36.4,11.3,77,4,Urban,1224,2060,7,Jul,2060-07,0.33,Unhealthy for Sensitive Groups
London,2060-07-07,450,49.3,70.6,36.9,40.8,36.5,61,7,Urban,1415,2060,7,Jul,2060-07,0.49,Hazardous
Mexico City,2060-07-08,42,41.8,12.0,26.9,24.0,22.1,37,16,Suburban,1827,2060,7,Jul,2060-07,0.88,Good
Delhi,2060-07-09,247,38.0,35.5,24.8,47.3,-2.6,88,8,Urban,1313,2060,7,Jul,2060-07,0.61,Very Unhealthy
Mexico City,2060-07-10,237,35.2,69.3,38.4,48.8,0.7,56,6,Suburban,1333,2060,7,Jul,2060-07,0.45,Very Unhealthy
Delhi,2060-07-11,94,36.2,57.7,26.8,40.0,35.3,74,6,Urban,835,2060,7,Jul,2060-07,0.72,Moderate
Delhi,2060-07-12,92,5.7,37.0,30.4,32.7,-1.4,54,7,Urban,756,2060,7,Jul,2060-07,0.93,Moderate
Mexico City,2060-07-13,225,30.3,49.4,29.0,72.2,16.4,22,7,Urban,1075,2060,7,Jul,2060-07,0.65,Very Unhealthy
Los Angeles,2060-07-14,489,45.9,18.9,38.7,59.9,37.9,40,7,Urban,1102,2060,7,Jul,2060-07,0.64,Hazardous
Beijing,2060-07-15,326,13.5,83.5,43.0,21.3,5.8,84,5,Rural,1997,2060,7,Jul,2060-07,0.25,Hazardous
Delhi,2060-07-16,93,51.3,27.9,55.6,52.7,11.9,91,8,Urban,1801,2060,7,Jul,2060-07,0.44,Moderate
Mexico City,2060-07-17,317,41.9,24.4,26.1,62.0,36.2,32,14,Urban,995,2060,7,Jul,2060-07,1.41,Hazardous
Delhi,2060-07-18,467,60.3,34.2,31.5,30.5,-0.4,86,10,Rural,1961,2060,7,Jul,2060-07,0.51,Hazardous
Tokyo,2060-07-19,164,31.1,42.3,28.6,31.3,30.5,20,5,Suburban,1796,2060,7,Jul,2060-07,0.28,Unhealthy
Delhi,2060-07-20,419,35.2,44.0,40.0,39.6,24.3,38,10,Suburban,354,2060,7,Jul,2060-07,2.82,Hazardous
London,2060-07-21,286,30.9,48.6,22.1,53.1,0.9,72,9,Urban,1407,2060,7,Jul,2060-07,0.64,Very Unhealthy
Delhi,2060-07-22,423,15.5,74.2,35.7,33.1,17.6,57,6,Urban,1903,2060,7,Jul,2060-07,0.32,Hazardous
Delhi,2060-07-23,240,38.1,64.5,27.2,50.3,0.8,91,4,Urban,1149,2060,7,Jul,2060-07,0.35,Very Unhealthy
Beijing,2060-07-24,220,44.3,33.7,28.9,49.2,-3.0,91,7,Urban,1471,2060,7,Jul,2060-07,0.48,Very Unhealthy
Los Angeles,2060-07-25,33,65.6,34.1,1.7,33.8,19.9,63,9,Rural,383,2060,7,Jul,2060-07,2.35,Good
Tokyo,2060-07-26,132,33.3,6.6,29.1,37.0,26.0,78,3,Urban,667,2060,7,Jul,2060-07,0.45,Unhealthy for Sensitive Groups
Beijing,2060-07-27,88,21.1,63.8,18.9,46.4,-3.1,79,13,Urban,926,2060,7,Jul,2060-07,1.4,Moderate
Beijing,2060-07-28,240,31.3,35.2,29.3,50.8,4.8,74,11,Urban,1809,2060,7,Jul,2060-07,0.61,Very Unhealthy
Delhi,2060-07-29,267,29.0,54.9,31.8,47.5,27.1,60,5,Urban,116,2060,7,Jul,2060-07,4.31,Very Unhealthy
Mexico City,2060-07-30,477,61.2,28.4,27.8,42.0,27.0,61,10,Suburban,425,2060,7,Jul,2060-07,2.35,Hazardous
Beijing,2060-07-31,115,25.0,31.3,15.3,40.3,-3.3,93,5,Urban,764,2060,7,Jul,2060-07,0.65,Unhealthy for Sensitive Groups
Tokyo,2060-08-01,150,49.5,90.8,45.3,51.3,30.8,51,13,Suburban,1641,2060,8,Aug,2060-08,0.79,Unhealthy for Sensitive Groups
Beijing,2060-08-02,249,39.7,59.6,15.3,54.2,39.6,62,11,Suburban,1473,2060,8,Aug,2060-08,0.75,Very Unhealthy
Los Angeles,2060-08-03,66,52.5,43.2,30.2,28.2,6.6,81,12,Urban,817,2060,8,Aug,2060-08,1.47,Moderate
London,2060-08-04,226,29.6,49.2,24.6,48.0,19.3,44,4,Suburban,1485,2060,8,Aug,2060-08,0.27,Very Unhealthy
Delhi,2060-08-05,380,17.4,61.8,49.4,32.2,38.8,80,2,Suburban,637,2060,8,Aug,2060-08,0.31,Hazardous
Beijing,2060-08-06,167,64.5,45.0,30.2,41.7,29.9,89,16,Suburban,540,2060,8,Aug,2060-08,2.96,Unhealthy
Tokyo,2060-08-07,238,42.3,33.9,36.1,40.4,18.8,36,4,Urban,1398,2060,8,Aug,2060-08,0.29,Very Unhealthy
Beijing,2060-08-08,470,59.7,0.5,17.0,40.4,31.3,37,12,Rural,1841,2060,8,Aug,2060-08,0.65,Hazardous
Mexico City,2060-08-09,121,60.8,29.8,17.8,36.1,7.3,86,12,Urban,749,2060,8,Aug,2060-08,1.6,Unhealthy for Sensitive Groups
London,2060-08-10,456,26.9,33.1,29.6,40.2,21.6,93,6,Urban,309,2060,8,Aug,2060-08,1.94,Hazardous
Delhi,2060-08-11,22,44.0,28.7,16.7,44.2,33.4,78,9,Urban,1973,2060,8,Aug,2060-08,0.46,Good
Tokyo,2060-08-12,300,46.3,34.4,30.3,28.5,-4.7,58,13,Suburban,588,2060,8,Aug,2060-08,2.21,Very Unhealthy
Beijing,2060-08-13,403,35.6,75.7,28.2,45.9,33.2,36,11,Suburban,1401,2060,8,Aug,2060-08,0.79,Hazardous
Mexico City,2060-08-14,56,48.1,47.2,41.0,21.5,16.1,79,13,Suburban,737,2060,8,Aug,2060-08,1.76,Moderate
Beijing,2060-08-15,128,53.6,66.7,38.3,35.3,35.2,52,13,Urban,1296,2060,8,Aug,2060-08,1.0,Unhealthy for Sensitive Groups
Beijing,2060-08-16,283,24.5,34.8,26.5,43.8,30.3,43,10,Urban,493,2060,8,Aug,2060-08,2.03,Very Unhealthy
Delhi,2060-08-17,6,61.3,46.4,24.9,24.8,30.1,63,19,Suburban,419,2060,8,Aug,2060-08,4.53,Good
Delhi,2060-08-18,201,38.3,53.7,20.6,31.4,22.4,42,14,Urban,543,2060,8,Aug,2060-08,2.58,Very Unhealthy
Beijing,2060-08-19,491,33.7,40.2,23.6,37.3,17.6,32,24,Urban,1088,2060,8,Aug,2060-08,2.21,Hazardous
Beijing,2060-08-20,226,30.6,91.1,8.2,46.2,5.7,51,9,Suburban,1815,2060,8,Aug,2060-08,0.5,Very Unhealthy
Mexico City,2060-08-21,425,16.8,64.1,25.6,40.9,4.2,63,8,Urban,1399,2060,8,Aug,2060-08,0.57,Hazardous
Delhi,2060-08-22,26,58.2,34.4,38.0,34.4,14.7,35,10,Urban,498,2060,8,Aug,2060-08,2.01,Good
Delhi,2060-08-23,310,33.6,58.9,25.4,53.4,18.1,33,1,Urban,1031,2060,8,Aug,2060-08,0.1,Hazardous
Delhi,2060-08-24,488,18.3,33.2,35.5,69.7,27.0,33,12,Urban,1327,2060,8,Aug,2060-08,0.9,Hazardous
Beijing,2060-08-25,295,48.7,56.8,20.2,40.0,31.4,65,19,Suburban,1405,2060,8,Aug,2060-08,1.35,Very Unhealthy
Delhi,2060-08-26,176,19.0,46.3,21.8,69.9,12.1,85,0,Urban,1561,2060,8,Aug,2060-08,0.0,Unhealthy
Delhi,2060-08-27,104,28.7,34.6,47.2,55.5,35.2,91,11,Urban,1713,2060,8,Aug,2060-08,0.64,Unhealthy for Sensitive Groups
Mexico City,2060-08-28,60,36.6,39.2,37.8,42.7,23.8,28,7,Suburban,1210,2060,8,Aug,2060-08,0.58,Moderate
Los Angeles,2060-08-29,211,2.7,29.3,33.7,44.7,34.4,62,11,Rural,1601,2060,8,Aug,2060-08,0.69,Very Unhealthy
Mexico City,2060-08-30,330,45.7,85.5,41.2,28.9,31.7,78,6,Rural,962,2060,8,Aug,2060-08,0.62,Hazardous
Delhi,2060-08-31,311,39.5,42.1,37.5,29.8,32.2,92,7,Urban,1201,2060,8,Aug,2060-08,0.58,Hazardous
London,2060-09-01,469,18.5,21.5,40.5,40.0,22.5,53,4,Suburban,1925,2060,9,Sep,2060-09,0.21,Hazardous
Mexico City,2060-09-02,150,69.3,50.0,38.4,48.9,9.4,88,15,Urban,1793,2060,9,Sep,2060-09,0.84,Unhealthy for Sensitive Groups
Mexico City,2060-09-03,255,24.9,12.1,23.2,36.0,8.4,80,6,Urban,694,2060,9,Sep,2060-09,0.86,Very Unhealthy
Delhi,2060-09-04,341,3.7,53.1,24.2,41.4,36.8,22,5,Suburban,625,2060,9,Sep,2060-09,0.8,Hazardous
Delhi,2060-09-05,329,30.3,56.0,20.2,41.1,12.9,25,12,Urban,1885,2060,9,Sep,2060-09,0.64,Hazardous
Beijing,2060-09-06,320,25.8,70.7,14.3,41.7,1.4,27,8,Suburban,915,2060,9,Sep,2060-09,0.87,Hazardous
Delhi,2060-09-07,307,39.7,87.0,28.7,38.9,10.3,84,8,Urban,365,2060,9,Sep,2060-09,2.19,Hazardous
Mexico City,2060-09-08,450,24.9,50.4,15.6,37.2,16.6,85,7,Suburban,1102,2060,9,Sep,2060-09,0.64,Hazardous
Beijing,2060-09-09,165,34.1,89.1,29.8,39.1,-4.7,29,5,Urban,964,2060,9,Sep,2060-09,0.52,Unhealthy
Delhi,2060-09-10,45,46.1,27.8,24.1,54.0,7.4,86,6,Urban,470,2060,9,Sep,2060-09,1.28,Good
Delhi,2060-09-11,483,32.9,73.4,23.9,35.2,4.0,73,8,Rural,1736,2060,9,Sep,2060-09,0.46,Hazardous
Delhi,2060-09-12,20,22.4,52.1,33.1,54.9,-3.8,25,3,Suburban,1231,2060,9,Sep,2060-09,0.24,Good
Beijing,2060-09-13,498,37.5,43.1,19.3,30.5,39.2,72,12,Urban,1657,2060,9,Sep,2060-09,0.72,Hazardous
Delhi,2060-09-14,0,28.6,19.6,28.8,51.4,11.7,81,7,Urban,1343,2060,9,Sep,2060-09,0.52,Good
Beijing,2060-09-15,390,43.9,84.6,29.5,38.6,33.2,67,9,Suburban,90,2060,9,Sep,2060-09,10.0,Hazardous
Delhi,2060-09-16,489,19.9,49.8,18.9,25.4,4.9,73,4,Suburban,649,2060,9,Sep,2060-09,0.62,Hazardous
Mexico City,2060-09-17,174,29.6,44.3,18.5,48.3,31.5,76,9,Suburban,632,2060,9,Sep,2060-09,1.42,Unhealthy
Tokyo,2060-09-18,303,40.6,37.1,28.7,17.5,5.8,25,11,Urban,565,2060,9,Sep,2060-09,1.95,Hazardous
London,2060-09-19,491,41.0,99.6,49.8,8.6,21.6,71,13,Urban,236,2060,9,Sep,2060-09,5.51,Hazardous
Mexico City,2060-09-20,377,49.2,60.3,14.0,34.0,12.7,90,13,Urban,1114,2060,9,Sep,2060-09,1.17,Hazardous
Beijing,2060-09-21,395,25.0,54.1,22.9,51.3,9.8,93,7,Suburban,1150,2060,9,Sep,2060-09,0.61,Hazardous
Mexico City,2060-09-22,323,15.6,42.2,24.1,37.3,15.5,52,8,Suburban,990,2060,9,Sep,2060-09,0.81,Hazardous
Tokyo,2060-09-23,167,60.6,39.6,18.7,21.8,39.4,80,12,Urban,178,2060,9,Sep,2060-09,6.74,Unhealthy
Beijing,2060-09-24,115,20.8,48.5,40.9,39.5,-0.5,31,3,Urban,1676,2060,9,Sep,2060-09,0.18,Unhealthy for Sensitive Groups
Delhi,2060-09-25,41,26.9,47.8,42.3,40.4,22.3,36,7,Urban,1353,2060,9,Sep,2060-09,0.52,Good
Los Angeles,2060-09-26,333,42.2,41.3,22.5,16.7,33.1,82,7,Suburban,238,2060,9,Sep,2060-09,2.94,Hazardous
Delhi,2060-09-27,128,37.4,36.6,22.0,53.8,9.7,92,7,Suburban,213,2060,9,Sep,2060-09,3.29,Unhealthy for Sensitive Groups
Los Angeles,2060-09-28,329,38.3,85.8,41.9,26.3,6.2,60,8,Urban,1275,2060,9,Sep,2060-09,0.63,Hazardous
Delhi,2060-09-29,363,21.1,50.9,25.6,37.9,29.6,73,13,Suburban,1570,2060,9,Sep,2060-09,0.83,Hazardous
Delhi,2060-09-30,454,24.8,48.0,20.4,33.0,21.1,87,9,Urban,928,2060,9,Sep,2060-09,0.97,Hazardous
Los Angeles,2060-10-01,420,38.2,60.5,37.1,41.4,13.6,38,3,Urban,1820,2060,10,Oct,2060-10,0.16,Hazardous
Mexico City,2060-10-02,177,46.2,37.2,40.5,27.0,14.9,53,7,Suburban,1995,2060,10,Oct,2060-10,0.35,Unhealthy
Mexico City,2060-10-03,26,22.6,58.4,20.5,23.3,22.6,67,7,Suburban,788,2060,10,Oct,2060-10,0.89,Good
London,2060-10-04,316,31.6,35.2,14.6,45.7,1.4,93,8,Urban,324,2060,10,Oct,2060-10,2.47,Hazardous
London,2060-10-05,363,32.7,37.0,31.5,14.9,37.8,78,10,Urban,99,2060,10,Oct,2060-10,10.1,Hazardous
Beijing,2060-10-06,196,29.3,60.5,26.6,21.0,7.2,28,4,Suburban,770,2060,10,Oct,2060-10,0.52,Unhealthy
São Paulo,2060-10-07,335,17.4,69.8,21.8,29.3,33.2,92,0,Urban,982,2060,10,Oct,2060-10,0.0,Hazardous
